plot_id,crop,soil_texture,soil_N,soil_P,soil_K,organic_C,pH,ec,season_rain,gdd,seed_rate,fert_type,fert_dose,applied_N,applied_P,applied_K,yield_kg_ha,price_per_ton,fert_cost_per_ha
238,rice,clay,298.5645704893886,33.77009942138224,279.5090814263307,0.8170562635931478,6.904446460053005,0.45464637641476624,735.94114199614,1352.1752610994083,80,Urea,67,30.82,0.0,0.0,1530.3188301168589,20000,20.099999999999998
239,maize,clay,447.45472126543626,44.95743664589429,165.95702535167914,0.535508408651286,6.740933030859246,0.45472647973779673,404.88838353173645,1749.0088412892605,80,DAP,59,10.62,27.14,0.0,1762.597571216252,16000,26.55
240,maize,sandy,235.38182118542437,20.072305492098458,192.5950695716095,0.3719468242444042,5.799663004440719,0.4014332059844157,391.7673698483787,1969.3994175378916,80,DAP,94,16.919999999999998,43.24,0.0,1339.7222970275207,16000,42.300000000000004
241,maize,loam,239.35958692591976,29.701009121611097,185.3108403867802,0.43276510711350047,7.297367003658458,0.3361138472055627,327.7795337077099,1318.105135756342,80,NPK_20_20_0,115,23.0,23.0,0.0,1098.3238077088238,16000,46.0
242,rice,clay,237.71413117768077,35.43947288799879,191.6168058100331,0.5482990178649332,6.391491474787815,0.3691517211544181,842.6716486345522,1486.5919650721391,100,NPK_20_20_0,83,16.6,16.6,0.0,1744.9277494003709,20000,33.2
243,wheat,clay,256.66385126857733,25.193857465939182,237.94759073355627,1.1112098878954115,6.480497899690673,0.4222434136969928,403.63778526017035,1473.3131514386243,120,DAP,105,18.9,48.300000000000004,0.0,986.5341555639102,18000,47.25
244,maize,sandy,200.02227470937726,9.62265102492099,190.6091236666029,0.7517537867405297,6.774439421909478,0.6219201271961778,375.1836750623619,1616.6230616562875,80,DAP,92,16.56,42.32,0.0,1194.1934611363504,16000,41.4
245,wheat,loam,200.20923026048854,35.20908993458926,234.33804466626663,0.7530758860085173,6.519118997480014,0.2551408585366456,320.0323351993213,1389.959076591651,80,DAP,102,18.36,46.92,0.0,750.6023741026522,18000,45.9
246,rice,loam,296.8695574639893,28.213195672930116,229.04013730270674,0.6118710204718172,6.674906171274432,0.4577025826668453,705.109512069933,1564.1518607962612,80,NPK_20_20_0,89,17.8,17.8,0.0,1864.4196111773751,20000,35.6
247,rice,loam,145.70920705383557,28.505043225196808,190.44348632063884,1.0860311273119758,6.666863931780936,0.3702389037883305,590.9875259008988,1604.6771163254803,80,Urea,128,58.88,0.0,0.0,1220.8901634589195,20000,38.4
248,wheat,loam,183.09204656884384,29.302410809894806,226.54624111750698,0.8927333143361764,6.680339587846498,0.4034131981511578,428.65400269839193,817.2655115910055,100,NPK_20_20_0,69,13.8,13.8,0.0,479.70531836648104,18000,27.6
249,wheat,clay,268.23188055871856,25.48266672727711,195.02618441147104,0.7630949284688301,6.1976276677308935,0.1794433942900931,439.7066196887132,1654.9750082557443,120,DAP,85,15.299999999999999,39.1,0.0,1105.4724541194153,18000,38.25
250,rice,clay,315.78679494386785,37.445033843665236,277.84778661981574,0.5222216891653841,6.551969417074449,0.3420947452052746,743.5435785839352,958.1296788353312,80,NPK_20_20_0,102,20.400000000000002,20.400000000000002,0.0,1142.7376654151888,20000,40.800000000000004
251,wheat,sandy,233.4324930080296,12.655929902225564,213.12150028212395,0.5797719424044856,5.925422557880101,0.23901885463033135,301.1620178736998,1262.1044350432858,120,NPK_20_20_0,117,23.400000000000002,23.400000000000002,0.0,565.4150273910113,18000,46.800000000000004
252,wheat,loam,259.53177956325123,37.53048464613987,158.69904385889842,0.8795854099893619,7.404653174866555,0.37819541046076266,265.23660713809153,1269.5822222813879,120,DAP,94,16.919999999999998,43.24,0.0,496.71255615254506,18000,42.300000000000004
253,wheat,sandy,247.12842742680945,26.883648387377626,233.09519982364975,1.0842565965905,6.417114401199273,0.291825251270116,406.568707966939,1387.8537179229013,80,DAP,104,18.72,47.84,0.0,782.7506424556382,18000,46.800000000000004
254,maize,loam,254.91550961190512,29.57737596340185,143.11973900369867,1.0210121459605819,6.091299551546325,0.33904321711640173,248.66841644022742,1940.2372652140746,120,Urea,112,51.52,0.0,0.0,936.0732674112238,16000,33.6
255,maize,loam,277.6149968839762,35.005047469168005,172.129127262817,0.9164053134169454,6.630221131666778,0.3461158143807262,249.1445315923792,1407.4748616654842,80,DAP,71,12.78,32.660000000000004,0.0,918.4824095121697,16000,31.95
256,maize,loam,296.7696026899064,28.367253623875303,217.8215538611602,1.0222398713306562,6.686416495899316,0.4470514761760802,214.21775379624458,1735.4870431796046,120,DAP,99,17.82,45.54,0.0,1091.7163328365125,16000,44.550000000000004
257,wheat,loam,273.4633794904263,17.715423014343152,230.27154719947927,0.9224937588027206,5.991658435711751,0.3755919526325799,346.0692712372369,1373.1006431196536,120,DAP,84,15.12,38.64,0.0,712.426931500906,18000,37.800000000000004
258,rice,sandy,188.18819342510415,15.775729291493562,159.58355522896676,0.8968318237865907,6.11471604280691,0.3599264430812609,579.5378248735132,1400.962661475357,120,NPK_20_20_0,111,22.200000000000003,22.200000000000003,0.0,1166.1933166718215,20000,44.400000000000006
259,maize,sandy,281.6974091761824,34.038204358772674,220.7508713303768,0.7015712969607996,5.822990820750798,0.34468078165651134,420.3641615793175,1831.8317890664212,100,Urea,117,53.82,0.0,0.0,1563.0296829221334,16000,35.1
260,wheat,clay,274.37964564201513,52.760149875386105,207.95855559516386,0.3,6.439519094806639,0.5124625499115862,350.65104368008963,1543.0727893601268,120,NPK_20_20_0,80,16.0,16.0,0.0,956.465707760812,18000,32.0
261,wheat,sandy,210.1027308012823,25.21910972994853,156.29791699843065,0.7027286212900374,7.304194655678597,0.43549682547576657,314.49513556278487,1655.6658940637433,100,Urea,124,57.04,0.0,0.0,652.8856812198135,18000,37.199999999999996
262,wheat,sandy,183.2431109414274,22.738702675916972,212.16641682859097,0.9707951953104448,6.707432750180955,0.44632885301181063,354.3514668643466,1511.6279029037012,100,NPK_20_20_0,81,16.2,16.2,0.0,682.2265283020187,18000,32.4
263,wheat,sandy,117.26358617950012,24.310385270154097,156.0444174913923,0.9530552876729521,5.630467184447783,0.5112905667380931,269.25645985303856,1370.1989601272269,120,Urea,110,50.6,0.0,0.0,455.13382634936687,18000,33.0
264,rice,loam,271.43953199693624,27.271136779610263,193.34123487059085,0.8423757357303646,6.052221953226833,0.499600865938867,628.8653930807484,1414.9552535843936,120,Urea,79,36.34,0.0,0.0,1367.0466010532828,20000,23.7
265,wheat,clay,289.707028455983,29.02737322767809,212.92903347536873,0.4902763402272507,6.254423126428947,0.37151245066303296,324.382024750462,1351.7005108258443,120,DAP,79,14.219999999999999,36.34,0.0,672.6609848734178,18000,35.550000000000004
266,maize,clay,237.161932755218,39.68392594999693,163.40096512495808,0.540021144140735,6.925534607010307,0.5500571368962669,342.3903231388041,1556.5207762021469,100,DAP,84,15.12,38.64,0.0,1334.17143423409,16000,37.800000000000004
267,rice,sandy,128.6810538859296,26.250897778900082,116.1341500453455,0.7950685438537013,5.557116540622879,0.36061981315564934,481.4139452869797,935.6087165316378,80,NPK_20_20_0,114,22.8,22.8,0.0,520.6443795126448,20000,45.6
268,rice,clay,308.6980574842854,26.68741146886575,220.66197595636453,0.7295888784576128,7.552917412674244,0.3606878810800094,784.2651372883342,1517.390458236675,120,Urea,86,39.56,0.0,0.0,1748.413595786235,20000,25.8
269,maize,sandy,218.67405938660804,14.329719358027685,167.35523403600928,0.3,6.521466122607206,0.5344676120102133,359.4308578928966,2145.4965476061975,100,Urea,85,39.1,0.0,0.0,1246.1059065048419,16000,25.5
270,wheat,clay,195.16621507151024,41.9103345965573,184.30698439246214,0.880417651640588,5.854237199115899,0.4290852800176707,259.1349704258562,1256.990363406675,80,DAP,109,19.62,50.14,0.0,519.4389106978429,18000,49.050000000000004
271,rice,clay,369.089194872597,49.98416498860365,138.24694820311532,0.9864580170132559,6.15350790133425,0.48007480213232995,723.8237940646432,1224.6014810978895,80,DAP,67,12.059999999999999,30.82,0.0,1652.5153838593988,20000,30.150000000000002
272,rice,loam,194.88539250817882,35.450876083543584,216.3442923080707,0.7384383057722232,6.080707100776385,0.3113319077716543,653.481733634591,1645.7961004978124,80,Urea,85,39.1,0.0,0.0,1531.6075184212366,20000,25.5
273,rice,sandy,130.90023387034046,21.99921367294182,110.00988795647473,0.6432955631729236,6.850627779588364,0.418160906625351,642.9624940633674,1673.0297523784163,80,NPK_20_20_0,128,25.6,25.6,0.0,1311.676717677281,20000,51.2
274,wheat,clay,297.7628409618701,25.288466350740936,297.5677027639787,0.5197994323687832,7.085831155890276,0.36346640469875297,290.0633506159681,1177.9992856228146,120,Urea,95,43.7,0.0,0.0,536.3651540048545,18000,28.5
275,maize,clay,325.4134319837295,66.40990165149061,136.63548242005646,1.1449393299522217,6.356276240299822,0.42873289044030094,345.4487754698758,1715.1527333203912,80,NPK_20_20_0,84,16.8,16.8,0.0,1389.493257728066,16000,33.6
276,wheat,clay,306.55950451719417,35.69142813662748,255.24286294490452,1.111200114367841,7.456204704958399,0.4864154213470886,377.86191920659184,1114.533282096907,80,NPK_20_20_0,94,18.8,18.8,0.0,674.7113509937991,18000,37.6
277,maize,sandy,168.00040916112755,18.670228122318797,211.354197641287,0.8275689009761568,6.148635992043681,0.27953067171718876,400.54042734309974,1839.169049402137,120,NPK_20_20_0,133,26.6,26.6,0.0,1534.4896858867626,16000,53.2
278,rice,loam,293.45772962484483,26.355683791809035,164.43036687086703,0.9910601116475506,6.938023396264897,0.5472670675750982,539.601937403077,1354.0902689279305,120,DAP,85,15.299999999999999,39.1,0.0,1338.7510099874255,20000,38.25
279,rice,sandy,130.58049296141527,18.261730424505412,130.10929544310648,0.6718191301503835,5.991481665304276,0.4941257854794798,535.5613071201972,1001.010942837343,120,NPK_20_20_0,79,15.8,15.8,0.0,658.1349735333118,20000,31.6
280,wheat,loam,353.7818771082919,27.02182012571521,232.9899602628919,0.9632013697548847,6.932599304000638,0.4166661687057323,406.6085982744214,1539.802724002601,80,DAP,63,11.34,28.98,0.0,1105.4822104130299,18000,28.35
281,wheat,loam,296.60957821301923,28.10755770224843,245.42480588731777,0.5787412975176732,6.087742919236163,0.33914102767603,297.1022291935985,1188.6884714479495,80,DAP,87,15.66,40.02,0.0,600.0043593835636,18000,39.15
282,rice,loam,247.17301280091328,19.58208632786942,213.93157320399035,0.6535063085976691,6.887883608701588,0.5372061423949686,419.44427385829846,1674.7615654854208,100,DAP,86,15.479999999999999,39.56,0.0,1375.3719460439827,20000,38.7
283,wheat,clay,342.60894424040094,45.011651374514116,296.37674609173973,0.9619778643322234,6.3916317427978795,0.4859313791122973,396.67162340051823,1501.2733955052508,80,DAP,67,12.059999999999999,30.82,0.0,998.6827829084962,18000,30.150000000000002
284,rice,sandy,128.7708180134454,23.54228420257482,157.6285986686718,0.8532384496374541,6.943515511066453,0.5514782046194154,563.6288950912452,1495.4701279472947,120,NPK_20_20_0,108,21.6,21.6,0.0,1017.0562642140761,20000,43.2
285,maize,clay,316.70882086224486,33.75792760940201,143.68769768490438,0.6279229978440997,6.2931972332891775,0.588768765734019,405.6553124533758,1532.9036861800219,80,NPK_20_20_0,98,19.6,19.6,0.0,1394.8611465791705,16000,39.2
286,maize,clay,313.65995995110217,38.54558927932584,200.4643307673187,0.8840235996503947,6.54035331319337,0.336881023055662,378.2788696483677,1741.8578513293562,100,DAP,94,16.919999999999998,43.24,0.0,1901.0844961942623,16000,42.300000000000004
287,rice,loam,234.91093064751237,27.874289299108334,259.77004985025326,0.8872670376831017,6.142742733797131,0.4896974438620475,546.6695266572129,1445.1396275623047,120,NPK_20_20_0,84,16.8,16.8,0.0,1364.7862647777372,20000,33.6
288,maize,loam,125.58363232935052,24.734012701329213,218.1403485021787,0.6035411931490642,6.5294921107947985,0.4446872500802698,315.7450799142235,1834.0927541993142,120,Urea,138,63.480000000000004,0.0,0.0,1085.976966912403,16000,41.4
289,maize,sandy,203.8119113840787,18.56160443878774,101.0407173302732,0.9351393898788777,6.704725260962812,0.4168691325339433,338.3676960723742,1741.5360701323425,80,DAP,84,15.12,38.64,0.0,1131.0291160381817,16000,37.800000000000004
290,maize,sandy,185.57256520621476,13.729971831004573,219.39746303347232,0.6286455812346414,6.222226610256567,0.4204389031602977,229.7850473923911,1720.8638576487472,120,NPK_20_20_0,101,20.200000000000003,20.200000000000003,0.0,794.4092690779876,16000,40.400000000000006
291,rice,clay,392.5582970973354,36.288143084035646,208.60932089851215,0.6737030534629398,6.947024798662397,0.35032891760695917,594.97170256375,1272.1752955056072,120,DAP,93,16.74,42.78,0.0,1672.703781809035,20000,41.85
292,wheat,loam,323.222715613365,25.507296517013764,279.5942029335023,0.8701885009791415,7.313190202834316,0.34973803861682407,320.14032623903734,1454.805470534417,80,DAP,75,13.5,34.5,0.0,754.6858585159488,18000,33.75
293,wheat,loam,250.14052578430616,42.630268612898014,137.29168824696916,0.7171020548254862,5.63901351793364,0.4362318458735559,335.6041606211989,1440.5984225872155,120,DAP,108,19.439999999999998,49.68,0.0,775.555660329443,18000,48.6
294,maize,sandy,250.12082293360038,28.67780913739956,105.21777095646357,0.6521966259957704,6.725805341363128,0.3634462716241828,326.1393230743704,2057.312964434122,80,DAP,120,21.599999999999998,55.2,0.0,1375.8773214386913,16000,54.0
295,maize,loam,253.67172596205594,27.308970695116766,251.29453896462417,1.0175479686467495,6.721750860292262,0.28481316154132263,278.4978131969757,1594.284694898775,120,NPK_20_20_0,82,16.400000000000002,16.400000000000002,0.0,1079.1034484542895,16000,32.800000000000004
296,maize,clay,284.9570126429587,25.32418451664956,235.55914917408734,0.8502947217881025,6.4028654340107405,0.3244208499841637,454.8707126416564,2131.081422617659,100,NPK_20_20_0,95,19.0,19.0,0.0,1866.737205047255,16000,38.0
297,rice,sandy,146.07314637440015,12.840501171669079,111.070728986878,0.6072569864286351,6.3059510464501995,0.2611014863827542,530.8625502586065,1609.0269096768538,120,Urea,103,47.38,0.0,0.0,922.6476596697996,20000,30.9
298,wheat,sandy,217.21921086892675,19.405051209450285,80.64694582065327,0.8681905380443253,5.990246898807906,0.49344277832313077,325.8250361106553,1556.0140594782129,100,NPK_20_20_0,76,15.200000000000001,15.200000000000001,0.0,589.7582600167509,18000,30.400000000000002
299,maize,loam,215.0004103214085,21.460445235627585,185.1616792171378,0.7567143943448222,6.570892710230135,0.34960805286257374,249.23993053399687,1605.4158228017507,100,NPK_20_20_0,60,12.0,12.0,0.0,840.139173359395,16000,24.0
